"India","Idea (Escotel) UP West (Idea (Escotel) UP West)","0.01100"
"India","Idea Mobile Communications Haryana (Idea (Escotel) Haryana)","0.01100"
"India","Idea Mobile Communications Kerala (Idea (Escotel) Kerala)","0.01100"
"India","Madhya Pradesh VD (DSPL - Madhya Pradesh)","0.01100"
"India","Mahanagar Telephone Nigam Ltd Delhi (Mahanagar Telephone Nigam Ltd)","0.01100"
"India","Mahanagar Telephone Nigam Ltd Mumbai (Mahanagar Telephone Nigam Ltd)","0.01100"
"India","Reliance Andhra Prad (Reliance - Andhra Pradesh)","0.01100"
"India","Reliance Bihar (Reliance - CDMA - Bahir & Jharkhand)","0.01100"
"India","Reliance Chennai (Reliance CDMA)","0.01100"
"India","Reliance Communications Limited Gujarat (Reliance Telecom)","0.01100"
"India","Reliance Communications Limited Jammu & Kashmir (Reliance Telecom)","0.01100"
"India","Reliance Communications Limited Mumbai (Reliance Telecom)","0.01100"
"India","Reliance Communications Limited Punjab (Reliance Punjab)","0.01100"
"India","Reliance Communications Limited Rajasthan (Reliance)","0.01100"
"India","Reliance Delhi (Reliance - Delhi)","0.01100"
"India","Reliance Haryana (Reliance - Haryana)","0.01100"
"India","Reliance Kerala (Reliance - Kerala)","0.01100"
"India","Reliance Maharashtra (Reliance - Maharashtra & Goa)","0.01100"
"India","Reliance TamilNadu (Reliance - TamilNadu)","0.01100"
"India","Reliance Telecom Assam (Reliance)","0.01100"
"India","Reliance Telecom Bihar & Jharkhand (Reliance)","0.01100"
"India","Reliance Telecom Himachal Pradesh (Reliance)","0.01100"
"India","Reliance Telecom Karnataka (Reliance Karnataka)","0.01100"
"India","Reliance Telecom Kolkata (Reliance)","0.01100"
"India","Reliance Telecom Madhya Pradesh (Reliance Telecom)","0.01100"
"India","Reliance Telecom North East India (Reliance)","0.01100"
"India","Reliance Telecom Orissa (Reliance Telecom)","0.01100"
"India","Reliance Telecom West Bengal & Andaman&Nicobar Islands (Reliance)","0.01100"
"India","Reliance UP East (Reliance - Uttar Pradesh East)","0.01100"
"India","Reliance UP West (Reliance - Uttar Pradesh West)","0.01100"
"India","S Tel Assam (S. Tel - Assam)","0.01100"
"India","SSTL Andhra Pradesh (SISTEMA Shyam Teleservices - Andhra Pradesh)","0.01100"
"India","SSTL Assam (SISTEMA Shyam Teleservices - Assam)","0.01100"
"India","SSTL Bihar (SISTEMA Shyam Teleservices - Bihar)","0.01100"
"India","SSTL Delhi (SISTEMA Shyam Teleservices - Delhi)","0.01100"
"India","SSTL Gujarat (SISTEMA Shayam Teleservices - Gujarat)","0.01100"
"India","SSTL Haryana (SISTEMA Shayam Teleservices - Haryana)","0.01100"
"India","SSTL HimachalPradesh (SISTEMA Shayam Teleservices - Himachal Pradesh)","0.01100"
"India","SSTL Jammu Kashmir (SISTEMA Shayam Teleservices - Jammu & Kashmir)","0.01100"
"India","SSTL Karnataka (SISTEMA Shayam Teleservices - Karnataka)","0.01100"
"India","SSTL Kerala (SISTEMA Shayam Teleservices - Kerala)","0.01100"
"India","SSTL Kolkata (SISTEMA Shayam Teleservices - Kolkata)","0.01100"
"India","SSTL Madhya Pradesh (SISTEMA Shayam Teleservices - Madhya Pradesh)","0.01100"
"India","SSTL Maharashtra (SISTEMA Shayam Teleservices - Maharashtra)","0.01100"
"India","SSTL Mumbai (SISTEMA Shayam Teleservices - Mumbai)","0.01100"
"India","SSTL North East (SISTEMA Shayam Teleservices - North East)","0.01100"
"India","SSTL Orissa (SISTEMA Shayam Teleservices - Orissa)","0.01100"
"India","SSTL Punjab (SISTEMA Shayam Teleservices - Punjab)","0.01100"
"India","SSTL Tamilnadu (SISTEMA Shayam Teleservices - Tamil Nadu & Chennai)","0.01100"
"India","SSTL UPradesh East (SISTEMA Shayam Teleservices - Uttar Pradesh East)","0.01100"
"India","SSTL UPradesh West (SISTEMA Shayam Teleservices - Uttar Pradesh West)","0.01100"
"India","SSTL West Bengal (SISTEMA Shayam Teleservices - West Bengal)","0.01100"
"India","Spice Communications Limited Karnataka (Spice Telecom)","0.01100"
"India","Spice Communications Limited Punjab (Spice Telecom)","0.01100"
"India","TATA Assam (TATA Assam)","0.01100"
"India","TATA Delhi (TATA Delhi)","0.01100"
"India","TATA HimachalPradesh (TATA Docomo - Himachal Pradesh)","0.01100"
"India","TATA Maharashtra (TATA Docomo - Maharashtra & Goa)","0.01100"
"India","TATA North East (TATA North East)","0.01100"
"India","TATA Rajasthan (TATA Docomo - Rajasthan)","0.01100"
"India","TATA WestBengal (TATA Docomo - RO WB)","0.01100"
"India","Tata Teleservices LTD  (Tata Teleservices Ltd Madhya Pradesh)","0.01100"
"India","Tata Teleservices LTD (Tata Teleservices Ltd Kerala)","0.01100"
"India","Tata Teleservices Limited (Tata Indicom (Mobile), Walky (WLL))","0.01100"
"India","Tata Teleservices Limited (Tata Indicom Gujarat)","0.01100"
"India","Tata Teleservices Limited Bihar (Tata Teleservices Limited Bihar)","0.01100"
"India","Tata Teleservices Limited Haryana (Tata Indicom Haryana)","0.01100"
"India","Tata Teleservices Limited Karnataka  (Tata Indicom Karnataka)","0.01100"
"India","Tata Teleservices Limited Maharastra (Tata Teleservices Limited Maharastra)","0.01100"
"India","Tata Teleservices Limited Mumbai (Tata Teleservices Limited Mumbai)","0.01100"
"India","Tata Teleservices Limited Orissa (Tata Teleservices Limited Orissa)","0.01100"
"India","Tata Teleservices Limited Punjab (Tata Indicom Punjab)","0.01100"
"India","Tata Teleservices Limited Tamilnadu (Tata Teleservices Limited Tamilnadu)","0.01100"
"India","Tata Teleservices Limited Uttar Pradesh East (Tata Teleservices UP East)","0.01100"
"India","Tata Teleservices Limited Uttar Pradesh West (Tata Teleservices UP West)","0.01100"
"India","Tata Teleservices Ltd (Tata Teleservices Ltd Kolkata)","0.01100"
"India","Tata Teleservices Ltd Andhra Pradesh (Tata Indicom Andhra Pradesh)","0.01100"
"India","Uninor (Unitech Wireless Ltd)","0.01100"
"India","Voda HimachalPradesh (Vodafone - Himachal Pradesh)","0.01100"
"India","Voda Madhya Pradesh (Vodafone - Madhya & Chattisgarh)","0.01100"
"India","Vodafone Assam (Vodafone - Assam)","0.01100"
"India","Vodafone Essar Spacetel Ltd (Vodafone Orissa)","0.01100"
"India","Vodafone Essar Spacetel Ltd Bihar (Vodafone Spacetel Limited Bihar)","0.01100"
"India","Vodafone North East (Vodafone - North East)","0.01100"
"India","VodafoneJammuKashmir (Vodafone - Jammu & Kashmir)","0.01100"
"Indonesia","Excelcom (XL)","0.02700"
"Indonesia","Hutchison CP Telecommunications (3)","0.02700"
"Indonesia","PT Indonesian Satellite Corporation Tbk (INDOSAT) (INDOSAT)","0.02700"
"Indonesia","PT Telekomunikasi Selular (TELKOMSEL)","0.02700"
"Indonesia","PT. AXIS Telekom Indonesia (AXIS)","0.02700"
"Indonesia","PT. Smartfren Telecom Tbk. (PT Mobile-8 Telekom Tbk)","0.02700"
"Indonesia","Sampoerna Telekomunikasi Indonesia (Ceria STI)","0.02700"
"Iran","Irancell Telecommunications Services Company (MTN Irancell )","0.01700"
"Iran","KFZO (TKC)","0.01400"
"Iran","MCI (MCI)","0.02100"
"Iran","Mobile Telecommunications Company of Esfahan (MTCE)","0.02100"
"Iran","Rafsanjan Industrial Complex (Coop) (Taliya)","0.02100"
"Iran","Social Security Investment Company (Rightel)","0.02100"
"Iraq","Asiacell Communications LLC (Asiacell)","0.06200"
"Iraq","Atheer Telecom Iraq (Zain Iraq)","0.04800"
"Iraq","Korek Telecom Ltd (Korek Telecom)","0.05400"
"Iraq","Mobitel (Mobitel)","0.05300"
"Iraq","SanaTel (SanaTel)","0.07329"
"Ireland","Hutchison 3G Ireland limited (Hutchison 3G Ireland)","0.05300"
"Ireland","Liffey Telecom Ltd (Liffey)","0.05300"
"Ireland","Meteor Mobile Telecommunications Limited (Meteor)","0.05300"
"Ireland","O2 Communications (Ireland) Ltd (O2 Communications (Ireland))","0.05300"
"Ireland","Vodafone Ireland Ltd. (vodafone)","0.05300"
"Israel","Cellcom Israel Ltd (Cellcom Israel)","0.01400"
"Israel","Golan Telecom (Golan Telecom)","0.01400"
"Israel","Hot Mobile Ltd (Hot Mobile)","0.01700"
"Israel","Palestine Telecomm Co Ltd (Palestine Telecommunications Co. P.L.C)","0.05900"
"Israel","Partner Communications Company Ltd (Orange)","0.01400"
"Israel","Pelephone Communications Ltd (Pelephone)","0.05600"
"Israel","Wataniya Palestine Mobile Telecommunications Company (Wataniya)","0.05600"
"Italy","H3G S.p.A (H3G)","0.05600"
"Italy","Lycamobile (Lycamobile IT)","0.05600"
"Italy","PosteMobile (PosteMobile IT )","0.05600"
"Italy","Telecom Italia SpA (TIM)","0.05600"
"Italy","Vodafone Omnitel N.V. (vodafone)","0.05600"
"Italy","Wind Telecomunicazioni SpA (Wind Telecomunicazioni SpA)","0.05600"
"Ivory Coast","Atlantique Telecom Cote d'Ivoire  (ETISALAT)","0.04000"
"Ivory Coast","Comium Ivory Coast Inc (KOZ)","0.03700"
"Ivory Coast","MTN CÔTE D%u2019IVOIRE S.A. (MTN)","0.05300"
"Ivory Coast","Orange CI (Orange CI)","0.07400"
"Ivory Coast","Oricel (Oricel)","0.03700"
"Jamaica","Cable & Wireless Jamaica Limited (LIME)","0.03200"
"Jamaica","Digicel (Jamaica) Limited (Digicel Jamaica)","0.03900"
"Japan","KDDI Corporation (KDDI)","0.06900"
"Japan","NTT DoCoMo Inc (DOCOMO)","0.06900"
"Japan","SoftBank Mobile Corp. (SoftBank)","0.06900"
"Japan","eAccess Ltd (EMOBILE)","0.03200"
"Jordan","Jordan Telecom Group (Orange Jordan)","0.04800"
"Jordan","Umniah Mobile Company (Umniah)","0.06900"
"Jordan","Zain Jordan (zain JO)","0.05900"
"Kazakhstan","Altel (Altel)","0.03200"
"Kazakhstan","Kar-Tel LLP (Beeline)","0.03200"
"Kazakhstan","Kcell JSC (KCELL)","0.05300"
"Kazakhstan","Mobile Telecom Service LLP (MTS)","0.03200"
"Kenya","Airtel Networks Kenya Limited  (Airtel Kenya)","0.06400"
"Kenya","Essar Telecom Kenya Limited (Econet Wireless Kenya Limited)","0.04775"
"Kenya","Safaricom Limited (Safaricom)","0.01700"
"Kenya","Telkom Kenya Limited (Orange Kenya)","0.02100"
"Kosovo","Monaco Telecom (Kosovo) (Vala)","0.05600"
"Kuwait","Kuwait Telecom Company (VIVA KUWAIT)","0.03200"
"Kuwait","Mobile Telecommunications Co. (zain KW)","0.05300"
"Kuwait","National Mobile Telecommunications Co. (Wataniya Ooredoo Telecom)","0.03200"
"Kyrgyzstan","Beeline (Sky Mobile LLC)","0.01400"
"Kyrgyzstan","MegaCom (Alfa Telecom CJSC)","0.02200"
"Kyrgyzstan","O! (NurTelecom LLC)","0.05889"
"Laos","Lao Telecom (LaoTel)","0.03800"
"Laos","Star Telecom (Unitel)","0.00700"
"Laos","VimpelCom Lao, Ltd (LAO) (Beeline )","0.00700"
"Latvia","Latvijas Mobilais Telefons (LMT)","0.04000"
"Latvia","SIA Bite Latvija (Bite Latvija)","0.04000"
"Latvia","TELE2 (TELE2)","0.04000"
"Latvia","Triatel (Triatel)","0.04000"
"Lebanon","MIC 1 (Alfa)","0.02100"
"Lebanon","MIC 2 (MTC-Touch)","0.02100"
"Lesotho","Econet Telecom Lesotho (Pty) Ltd (ETL) (Econet Telecom Lesotho (Pty) Ltd))","0.08000"
"Lesotho","Vodacom Lesotho (Pty) Ltd (VODACOM LESOTHO)","0.01400"
"Liberia","Cellcom Telecommunications Inc (Cellcom)","0.01700"
"Liberia","Comium Liberia Inc (Comium Liberia)","0.01400"
"Liberia","Lonestar Communications Corporation (Lonestar Cell)","0.05900"
"Libya","AL MADAR AL JADID (MADAR)","0.01000"
"Libya","Libyana Mobile Phone (Libyana Mobile Phone)","0.05064"
"Liechtenstein","Mobilkom (Liechtenstein) AG (FL1)","0.01500"
"Liechtenstein","Orange (Liechtenstein) AG (Orange FL)","0.01400"
"Liechtenstein","Swisscom (Switzerland) Ltd (Liechtenstein) (Swisscom)","0.01400"
"Lithuania","OMNITEL (OMNITEL)","0.02000"
"Lithuania","UAB Bite Lietuva (BITE GSM)","0.02000"
"Lithuania","UAB TELE2 (TELE2)","0.03200"
"Luxembourg","Orange Communications Luxembourg S.A.  (Orange)","0.01400"
"Luxembourg","P & T Luxembourg (LUXGSM)","0.01400"
"Luxembourg","Tango SA (TANGO)","0.01400"
"Macau","CTM (CTM)","0.01400"
"Macau","China Telecom (Macau) Company Limited (China Telecom)","0.01900"
"Macau","Hutchison Telephone (Macau) Company Ltd (3 Macau)","0.01400"
"Macau","SmarTone Mobile Communications (Macau) Ltd (SmarTone)","0.01400"
"Macedonia","ONE Telecommunications Service DOOEL Skopje (ONE)","0.03600"
"Macedonia","T-Mobile Macedonia (T-Mobile Macedonia)","0.03600"
"Macedonia","VIP OPERATOR DOOEL Skopje (VIP MKD)","0.03600"
"Madagascar","Airtel Madagascar  (Airtel)","0.01100"
"Madagascar","Madagascar SMM (Sacel)","0.01300"
"Madagascar","Orange Madagascar S.A. (Orange Madagascar)","0.02700"
"Madagascar","Telma Mobile SA (Telma Mobile)","0.01100"
"Malawi","Airtel Malawi Limited (Airtel Malawi)","0.02700"
"Malawi","Telekom Networks Malawi Ltd (TNM)","0.03400"
"Malaysia","Celcom Axiata Berhad  (CELCOM GSM)","0.03000"
"Malaysia","DiGi Telecommunications Sdn Bhd (DiGi)","0.03000"
"Malaysia","Maxis Communications Berhad (MMS & MB)","0.03000"
"Malaysia","Packet One Network Sdn Bhd (P1)","0.03000"
"Malaysia","Talk Focus Sdn Bhd (Talk Focus)","0.02700"
"Malaysia","Tune Talk Sdn Bhd (Tune Talk)","0.03000"
"Malaysia","U Mobile Sdn. Bhd. (U Mobile)","0.03000"
"Malaysia","Yes 4G MY (YTL Communications Sdn Bhd)","0.03000"
"Maldives","Dhivehi Raajjeyge Gulhun Private Ltd (Dhiraagu)","0.01400"
"Maldives","Wataniya Telecom Maldives Pvt. Ltd (WMOBILE)","0.01400"
"Mali","Malitel SA (MALITEL)","0.07600"
"Mali","Orange Mali SA (Orange MALI)","0.09600"
"Malta","Melita Mobile Ltd. (Telecoms Malta)","0.01400"
"Malta","Mobisle Communications Limited (go mobile)","0.01400"
"Malta","Vodafone Malta Limited (vodafone)","0.02800"
"Mauritania","Chinguitel S.A. (Chinguitel)","0.03200"
"Mauritania","MATTEL (MATTEL)","0.11700"
"Mauritania","MAURITEL MOBILES (MAURITEL)","0.02900"
"Mauritius","Cellplus Mobile Communications Ltd. (ORANGE MRU)","0.08000"
"Mauritius","Emtel Ltd (EMTEL)","0.09000"
"Mauritius","Mahanagar Telecom (Mauritius) Ltd (MTML)","0.06400"
"Mexico","Axtel, S.A. De C.V. (Axtel)","0.03200"
"Mexico","Iusacell Pcs S.A. De C.V. (Iusacell)","0.03200"
"Mexico","NII Digital, S. de R.L. de C.V.  (Nextel)","0.03200"
"Mexico","Pegaso Comunicaciones y Sistemas S.A. De C.V (Movistar)","0.03200"
"Mexico","Radiomovil Dipsa SA de CV (TELCEL) (TELCEL GSM)","0.03200"
"Moldova","Moldcell SA (MOLDCELL)","0.06200"
"Moldova","Moldtelecom (UNITE)","0.03200"
"Moldova","Orange Moldova S.A. (VoXtel)","0.07700"
"Monaco","Monaco Telecom SAM (Monaco Telecom)","0.04300"
"Mongolia","MobiCom (MobiCom)","0.04300"
"Mongolia","Skytel LLC (Skytel)","0.01900"
"Mongolia","Unitel LLC (Unitel)","0.04287"
"Montenegro","MTEL D.O.O. PODGORICA (MTEL)","0.01300"
"Montenegro","T-Mobile Montenegro LLC (T-Mobile )","0.07200"
"Montenegro","Telenor D.o.o. Podgorica (Telenor)","0.01400"
"Montserrat","Cable & Wireless (West Indies) Ltd (LIME)","0.05300"
"Morocco","Itissalat Al-Maghrib S.A. (IAM)","0.03681"
"Morocco","Medi Telecom (MEDITEL)","0.03681"
"Morocco","Wana Corporate S.A (WANA)","0.03681"
"Mozambique","Mocambique Celular S.A.R.L (mCel)","0.02800"
"Mozambique","Movitel S.A. (Movitel)","0.02800"
"Mozambique","VM S.A.R.L. (Vodacom Mozambique)","0.02800"
"Myanmar","Myanmar Posts and Telecommunications (MPT GSM Network)","0.08500"
"Myanmar","Ooredoo Myanmar Limited (Ooredoo)","0.04700"
"Myanmar","Telenor Myanmar Limited (Telenor)","0.08200"
"Namibia","MTC Namibia (MTC)","0.03000"
"Namibia","Powercom (Pty) Ltd (LEO)","0.01400"
"Namibia","Telecom Namibia (Switch)","0.03100"
"Nepal","Nepal Doorsanchar Company Ltd (Nepal Telecom)","0.05600"
"Nepal","Spice Nepal Private Ltd (Mero Mobile)","0.07400"
"Netherlands","KPN B.V. (KPN B.V.)","0.08000"
"Netherlands","Lycamobile  (Lycamobile Netherlands)","0.08000"
"Netherlands","T-Mobile Netherlands B.V. (T-Mobile NL)","0.08000"
"Netherlands","TELFORT B.V. (Telfort B.V.)","0.08000"
"Netherlands","Tele2 (Tele2)","0.08000"
"Netherlands","Teleena Holding B.V. (Teleena Holding)","0.08000"
"Netherlands","Truphone Limited (Truphone)","0.08000"
"Netherlands","Vodafone Libertel B.V. (vodafone)","0.08000"
"Netherlands Antilles","Curacao Telecom N.V. (Digicel Netherlands Antilles)","0.02400"
"Netherlands Antilles","Eutel Radcomm ()","0.05900"
"Netherlands Antilles","Setel NV (UTS Wireless Curacao)","0.02100"
"Netherlands Antilles","Windward Island Cellular (Windward Island Cellular)","0.05900"
"New Caledonia","OPT New Caledonia (MOBILIS)","0.10000"
"New Zealand","Skinny Mobile (Skinny Mobile)","0.07900"
"New Zealand","Telecom New Zealand Limited (Telecom New Zealand XT)","0.07900"
"New Zealand","Two Degrees Mobile Limited (2degrees)","0.07900"
"New Zealand","Vodafone Mobile NZ Limited (vodafone)","0.07900"
"Nicaragua","Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL (CLARO NIC)","0.02700"
"Nicaragua","Telefonia Celular de Nicaragua S.A. (movistarNI)","0.03500"
"Niger","Celtel Niger (Airtel)","0.01400"
"Niger","Orange Niger S.A (Orange Niger)","0.07700"
"Niger","Telecel Niger SA (ETISALAT)","0.05400"
"Nigeria","Airtel Networks Limited  (AirtelNG)","0.01400"
"Nigeria","Emerging Markets Telecommunication Services Ltd (EMTS)","0.01400"
"Nigeria","Globacom Ltd. (Glo Mobile)","0.01400"
"Nigeria","MTN Nigeria Communications Limited (MTN Nigeria)","0.01400"
"Nigeria","Starcomms (Starcomms)","0.02100"
"Nigeria","Visafone (Visafone)","0.02100"
"Norfolk Island","Norfolk Telecom (Norfolk Telecom)","0.05900"
"Northern Mariana Islands","GUAM WIRELESS TELEPHONE COMPANY, L.L.C. ()","0.00400"
"Northern Mariana Islands","Guam Cell and Paging ()","0.01900"
"Norway","Com4 (Com4 AS)","0.04300"
"Norway","ICE Norge AS (ICE)","0.04300"
"Norway","Lycamobile Ltd (Lycamobile Norway)","0.04300"
"Norway","Mobile Norway AS (Mobile Norway)","0.04300"
"Norway","TDC Mobil (TDC Mobil)","0.04300"
"Norway","Telenor Norge AS. (TELENOR)","0.04300"
"Norway","TeliaSonera Norge AS  (NetCom)","0.04300"
"Norway","Ventelo (Ventelo)","0.05600"
"Oman","Oman Telecommunications Company (OMAN MOBILE)","0.05300"
"Oman","Omani Qatari Telecommunications Company SAOC (nawras)","0.02200"
"Pakistan","CMPak Limited (ZONG)","0.04000"
"Pakistan","Mobilink-PMCL (Mobilink)","0.04000"
"Pakistan","Pakistan Telecommunciation Mobile Ltd (Ufone)","0.04000"
"Pakistan","Telenor Pakistan (Pvt) Ltd. (Telenor Pakistan (Pvt) Ltd.)","0.04000"
"Pakistan","Warid Telecom (PVT) Ltd (Warid Telecom)","0.04000"
"Palestine","Wataniya Palestine Mobile Telecommunications Company (Wataniya)","0.02100"
"Panama","Cable & Wireless Panama (Cable & Wireless Panama)","0.03600"
"Panama","Claro Panama S.A. (Claro Panama)","0.03600"
"Panama","Digicel (Panama) S.A. (Digicel Panama)","0.03600"
"Panama","TELEFONICA MOVILES PANAMA S.A. (Movistar)","0.03600"
"Papua New Guinea","BMobile Limited (Vodafone)","0.03200"
"Papua New Guinea","Digicel PNG Ltd. (Digicel PNG)","0.02600"
"Paraguay","AMX Paraguay S.A. (CLARO PARAGUAY)","0.01400"
"Paraguay","Hola Paraguay S.A. (VOX)","0.02100"
"Paraguay","Nucleo S.A (Personal)","0.04300"
"Paraguay","Telefonica Celular Del Paraguay S.A. (Telecel S.A.) (Telecel Paraguay)","0.01400"
"Peru","America Movil Peru S.A.C (CLARO PER)","0.01600"
"Peru","Nextel del Peru S.A. (Nextel Peru)","0.01600"
"Peru","Telefonica Moviles S.A. (Movistar Peru)","0.01600"
"Peru","Viettel Mobile Peru (Bitel)","0.01600"
"Philippines","Digital Mobile Philippines, Inc  (Digitel Mobile/Sun Cellular)","0.01400"
"Philippines","Globe Telecom (Globe Telecom)","0.05300"
"Philippines","Smart Communications Inc (SMART Gold)","0.06300"
"Poland","Aero2 Sp. z o.o, (CenterNet)","0.01700"
"Poland","Cyfrowy POLSAT (Cyfrowy Polsat PL)","0.01700"
"Poland","Netia Mobile Sp. z o.o. (P4)","0.01700"
"Poland","PTK Centertel (Orange)","0.01700"
"Poland","Polkomtel Sp. z o.o  (Plus)","0.01700"
"Poland","Polska Telefonia Cyfrowa (T-Mobile.pl)","0.01700"
"Poland","Truphone Limited (Truphone)","0.01700"
"Portugal","OPTIMUS - COMUNICACOES, S.A. (OPTIMUS)","0.02400"
"Portugal","TMN (TMN)","0.02400"
"Portugal","Vodafone Portugal (vodafone)","0.02400"
"Puerto Rico","Puerto Rico Telephone Company Inc. (Claro GSM)","0.02700"
"Puerto Rico","T-Mobile (Suncom)","0.01100"
"Qatar","Q-Tel (Qatarnet)","0.04800"
"Qatar","Vodafone Qatar Q.S.C. (Vodafone Qatar)","0.03000"
"Reunion","Orange Reunion (Orange reunion)","0.07400"
"Reunion","Outremer Telecom (Outremer Telecom)","0.07400"
"Reunion","Societe Reunionnaise de Radiotelephone (SFR REUNION)","0.12000"
"Romania","Orange Romania SA (ORANGE)","0.06000"
"Romania","RCS & RDS  (Digi.Mobil)","0.06400"
"Romania","Telekom Romania Mobile Communications S.A. (COSMOTE)","0.06000"
"Romania","Vodafone Romania S.A. (Vodafone RO)","0.06000"
"Russia","Baykalwestcom (Baykalwestcom)","0.07000"
"Russia","CJSC Volgograd Mobile (INDIGO)","0.07000"
"Russia","Center Telecom (Center Telecom)","0.07000"
"Russia","Dagtelekom (Dagtelekom)","0.07000"
"Russia","EniseyTeleCom (EniseyTeleCom)","0.07000"
"Russia","JSC Uralsvyazinform (JSC Uralsvyazinform)","0.07000"
"Russia","Kamchatka branch of Dalsvyaz (Kamchatka)","0.07000"
"Russia","LLC Ekaterinburg-2000 (MOTIV)","0.07000"
"Russia","Magadan branch of Dalsvyaz (Magadan)","0.07000"
"Russia","MegaFon Open Joint Stock Company (MegaFon)","0.07000"
"Russia","Mobile TeleSystems (MTS)","0.07000"
"Russia","New Telephone Company (NTC)","0.07000"
"Russia","Nizhegorodskaya Cellular Communications (Rostelecom OJSC)","0.07000"
"Russia","OJSC VimpelCom (Beeline)","0.07000"
"Russia","Rostov Cellular Communications (TELE2)","0.07000"
"Russia","ZAO SMARTS (SMARTS-Ufa)","0.07000"
"Rwanda","Airtel Rwanda Limited (Airtel)","0.01700"
"Rwanda","MTN Rwandacell SARL (MTN-Rwanda)","0.02100"
"Rwanda","Tigo Rwanda Ltd (Tigo Rwanda)","0.05300"
"Saint Kitts and Nevis","Cable & Wireless St Kitts & Nevis Limited (LIME)","0.01700"
"Saint Kitts and Nevis","Wireless Ventures (St Kitts-Nevis) Limited (Digicel St Kitts & Nevis)","0.02200"
"Saint Lucia","Cable & Wireless Caribbean Cellular (St Lucia) Limited (LIME)","0.01600"
"Saint Lucia","Digicel (St Lucia) Limited (Digicel (St Lucia))","0.03900"
"Saint Vincent and Grenadines","Cable & Wireless (St. Vincent & the Grenadines) Ltd  (LIME)","0.01400"
"Saint Vincent and Grenadines","Digicel (St. Vincent and the Grenadines) Limited (Digicel (St. Vincent and Grenadines))","0.03900"
"Samoa","Bluesky Samoa Limited (Bluesky)","0.01300"
"Samoa","Telecom Samoa Cellular (Telecom Samoa)","0.02800"
"Sao Tome and Principe","Companhia Santomense de Telecomunicacoes SARL (CSTmovel)","0.09900"
"Saudi Arabia","Etihad Etisalat Company (Mobily)","0.02400"
"Saudi Arabia","MTC Saudi Arabia (Zain SA)","0.02400"
"Saudi Arabia","Saudi Telecom Company (STC) (STC)","0.02400"
"Saudi Arabia","Virgin Mobile Saudi Arabia (Virgin Mobile)","0.03800"
"Senegal","Sonatel Alize (Orange)","0.07700"
"Senegal","Sudan Telecom Company Ltd (Expresso Senegal)","0.09000"
"Senegal","Tigo (SENTEL)","0.01700"
"Serbia","Telekom Srbija (Telekom Srbija)","0.05600"
"Serbia","Telenor D.o.o. (Telenor)","0.01900"
"Serbia","Vip Mobile d.o.o. (Vip)","0.04500"
"Seychelles","Airtel (Seychelles) Limited  (AIRTEL)","0.01400"
"Seychelles","Cable & Wireless (Seychelles) (CABLE & WIRELESS)","0.01400"
"Sierra Leone","Airtel (SL) Limited (Airtel Sierra Leone)","0.01800"
"Sierra Leone","Comium (S. L.) Limited  (COMIUM)","0.03200"
"Sierra Leone","LINTEL (Sierra Leone) Limited (Africell)","0.01400"
"Sierra Leone","Sierratel (Sierratel)","0.00800"
"Singapore","M1 Limited (MOBILEONE)","0.03000"
"Singapore","SingTel Mobile Singapore Pte. Ltd (SingTel)","0.03000"
"Singapore","StarHub Mobile Pte Ltd (StarHub)","0.03000"
"Slovakia","Orange Slovensko a.s. (Orange SK)","0.05100"
"Slovakia","SWAN, a.s. (Unient Communications)","0.05100"
"Slovakia","Slovak Telekom, a. s.  (Telekom)","0.05100"
"Slovakia","Telefonica Slovakia, s.r.o. (O2 - SK)","0.05100"
"Slovenia","SI.MOBIL d.d. (SI.mobil d.d)","0.03700"
"Slovenia","T-2 d.o.o. (T-2)","0.04800"
"Slovenia","Telekom Slovenije d.d. (MOBITEL)","0.01400"
"Slovenia","Tusmobil d.o.o. (Tusmobil)","0.03200"
"Solomon Islands","Solomon Telekom Co Ltd (BREEZE)","0.01600"
"Somalia","Golis Telecommunications Company Ltd (Golis)","0.05600"
"Somalia","Hormuud Telecom Somalia Inc (HorTel)","0.05300"
"Somalia","Somafone FZLLC (SOMAFONE)","0.02100"
"Somalia","Sotelco (Sotelco)","0.02100"
"Somalia","Telesom Company (TELSOM)","0.06841"
"South Africa","Cell C (Pty) Ltd (Cell C)","0.01600"
"South Africa","MTN - Mobile Telephone Networks (Pty) Ltd. (MTN-SA)","0.01600"
"South Africa","Telkom SA Ltd (8.ta)","0.01600"
"South Africa","Vodacom Group Pty Ltd. (VodaCom)","0.01600"
"South Korea","KT Corporation (KT)","0.03700"
"South Korea","LG Uplus Corp. (LG Uplus)","0.03700"
"South Korea","SK Telecom (SK Telecom)","0.03700"
"South Sudan","MTN South Sudan Ltd (MTN South Sudan)","0.01400"
"South Sudan","Network of the World (Vivacell)","0.01400"
"South Sudan","Sudanese Mobile Telephone (Zain)","0.03200"
"Spain","BT Movil (BT)","0.04600"
"Spain","Barablu ES (Barablu Móvil España)","0.04600"
"Spain","Cableuropa S.A.U. (ONO)","0.04600"
"Spain","Digi Mobil (Digimobil ES)","0.04600"
"Spain","EUSKALTEL S.A. (Euskaltel)","0.04600"
"Spain","France Telecom España S.A.U (Orange)","0.04600"
"Spain","Jazz Telecom (JazzTel)","0.04600"
"Spain","Lebara ES (Lebara)","0.04600"
"Spain","Lycamobile ES (Lycamobile)","0.04600"
